example_id                                                    | status  | run_time        |
./spec/models/group_manager_team_spec.rb[1:1:1]               | passed  | 0.07394 seconds |
./spec/models/group_manager_team_spec.rb[1:1:2]               | passed  | 0.07695 seconds |
./spec/models/group_manager_team_spec.rb[1:1:3]               | passed  | 0.07743 seconds |
./spec/models/group_manager_team_spec.rb[1:1:4]               | passed  | 0.1583 seconds  |
./spec/models/group_spec.rb[1:1:1:1]                          | passed  | 0.00508 seconds |
./spec/models/group_spec.rb[1:1:1:2]                          | passed  | 0.00481 seconds |
./spec/models/group_spec.rb[1:1:2:1]                          | passed  | 0.03613 seconds |
./spec/models/group_spec.rb[1:1:2:2]                          | passed  | 0.04289 seconds |
./spec/models/group_spec.rb[1:1:2:3]                          | passed  | 0.039 seconds   |
./spec/models/group_spec.rb[1:1:2:4]                          | passed  | 0.04016 seconds |
./spec/models/group_spec.rb[1:1:3:1]                          | passed  | 0.01892 seconds |
./spec/models/group_spec.rb[1:1:3:2]                          | passed  | 0.03602 seconds |
./spec/models/group_spec.rb[1:1:3:3]                          | passed  | 0.03425 seconds |
./spec/models/group_spec.rb[1:1:3:4]                          | passed  | 0.02659 seconds |
./spec/models/group_spec.rb[1:1:3:5]                          | passed  | 0.02622 seconds |
./spec/models/group_spec.rb[1:1:4:1]                          | passed  | 0.04146 seconds |
./spec/models/group_spec.rb[1:1:5:1]                          | passed  | 0.02184 seconds |
./spec/models/group_spec.rb[1:1:5:2]                          | passed  | 0.02368 seconds |
./spec/models/group_spec.rb[1:1:5:3]                          | passed  | 0.03037 seconds |
./spec/models/group_spec.rb[1:1:5:4]                          | passed  | 0.03024 seconds |
./spec/models/group_spec.rb[1:1:6:1]                          | passed  | 0.0255 seconds  |
./spec/models/group_spec.rb[1:1:6:2]                          | passed  | 0.01667 seconds |
./spec/models/group_spec.rb[1:1:7:1]                          | passed  | 0.03049 seconds |
./spec/models/group_spec.rb[1:1:7:2]                          | passed  | 0.01892 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:1:1:1]     | passed  | 0.00713 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:1:1:2]     | passed  | 0.00515 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:1:1:3]     | passed  | 0.00506 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:1:1:4]     | passed  | 0.01324 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:1:1:5]     | passed  | 0.00238 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:1]     | passed  | 0.00193 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:2]     | passed  | 0.00114 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:3]     | passed  | 0.00156 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:4]     | passed  | 0.00115 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:5]     | passed  | 0.00292 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:6]     | passed  | 0.00109 seconds |
./spec/models/manager_spec.rb[1:1]                            | pending | 0.00001 seconds |
./spec/models/message_spec.rb[1:1]                            | pending | 0.00001 seconds |
./spec/models/permission_spec.rb[1:1]                         | pending | 0.00001 seconds |
./spec/models/pre_register_spec.rb[1:1]                       | pending | 0 seconds       |
./spec/models/rumor_spec.rb[1:1]                              | pending | 0.00001 seconds |
./spec/models/twitter_api_spec.rb[1:1:1:1]                    | passed  | 0.00589 seconds |
./spec/models/twitter_api_spec.rb[1:1:1:2]                    | passed  | 0.00592 seconds |
./spec/models/twitter_api_spec.rb[1:1:2:1]                    | passed  | 0.00461 seconds |
./spec/models/user_spec.rb[1:1:1:1]                           | failed  | 0.0208 seconds  |
./spec/models/user_spec.rb[1:1:1:2]                           | failed  | 0.1018 seconds  |
./spec/models/user_spec.rb[1:1:1:3]                           | failed  | 0.0153 seconds  |
./spec/models/user_spec.rb[1:1:2:1]                           | failed  | 0.0146 seconds  |
./spec/models/user_spec.rb[1:1:2:2]                           | passed  | 0.01846 seconds |
./spec/models/user_spec.rb[1:1:2:3]                           | failed  | 0.02437 seconds |
./spec/models/user_spec.rb[1:1:2:4]                           | passed  | 0.02691 seconds |
./spec/models/user_spec.rb[1:1:2:5]                           | passed  | 0.01987 seconds |
./spec/models/vaccine_spec.rb[1:1]                            | pending | 0 seconds       |
./spec/requests/app_spec.rb[1:1:1]                            | passed  | 0.02833 seconds |
./spec/requests/app_spec.rb[1:1:2]                            | passed  | 0.03196 seconds |
./spec/requests/categories_spec.rb[1:1:1]                     | failed  | 0.00798 seconds |
./spec/requests/city_managers_spec.rb[1:1:1]                  | passed  | 0.00714 seconds |
./spec/requests/data_visualizations_spec.rb[1:1:1]            | passed  | 0.02146 seconds |
./spec/requests/data_visualizations_spec.rb[1:1:2]            | passed  | 0.02797 seconds |
./spec/requests/data_visualizations_spec.rb[1:2:1]            | passed  | 0.02212 seconds |
./spec/requests/data_visualizations_spec.rb[1:2:2]            | passed  | 0.02969 seconds |
./spec/requests/data_visualizations_spec.rb[1:3:1]            | passed  | 0.02726 seconds |
./spec/requests/data_visualizations_spec.rb[1:3:2]            | passed  | 0.04341 seconds |
./spec/requests/data_visualizations_spec.rb[1:4:1]            | passed  | 0.02256 seconds |
./spec/requests/data_visualizations_spec.rb[1:4:2]            | passed  | 0.02947 seconds |
./spec/requests/data_visualizations_spec.rb[1:5:1]            | passed  | 0.02554 seconds |
./spec/requests/form_answers_spec.rb[1:1:1]                   | passed  | 0.00691 seconds |
./spec/requests/form_options_spec.rb[1:1:1]                   | passed  | 0.0209 seconds  |
./spec/requests/form_questions_spec.rb[1:1:1]                 | passed  | 0.07689 seconds |
./spec/requests/forms_spec.rb[1:1:1]                          | passed  | 0.00525 seconds |
./spec/requests/messages_spec.rb[1:1:1]                       | passed  | 0.00801 seconds |
./spec/requests/pre_registers_spec.rb[1:1:1]                  | failed  | 0.01421 seconds |
./spec/requests/twitter_apis_spec.rb[1:1:1]                   | passed  | 0.00761 seconds |
./spec/routing/categories_routing_spec.rb[1:1:1]              | passed  | 0.00148 seconds |
./spec/routing/categories_routing_spec.rb[1:1:2]              | passed  | 0.00171 seconds |
./spec/routing/categories_routing_spec.rb[1:1:3]              | passed  | 0.00147 seconds |
./spec/routing/categories_routing_spec.rb[1:1:4]              | passed  | 0.00273 seconds |
./spec/routing/categories_routing_spec.rb[1:1:5]              | passed  | 0.00151 seconds |
./spec/routing/categories_routing_spec.rb[1:1:6]              | passed  | 0.00234 seconds |
./spec/routing/city_managers_routing_spec.rb[1:1:1]           | passed  | 0.00183 seconds |
./spec/routing/city_managers_routing_spec.rb[1:1:2]           | passed  | 0.00288 seconds |
./spec/routing/city_managers_routing_spec.rb[1:1:3]           | passed  | 0.0044 seconds  |
./spec/routing/city_managers_routing_spec.rb[1:1:4]           | passed  | 0.02636 seconds |
./spec/routing/city_managers_routing_spec.rb[1:1:5]           | passed  | 0.00177 seconds |
./spec/routing/city_managers_routing_spec.rb[1:1:6]           | passed  | 0.00317 seconds |
./spec/routing/form_answers_routing_spec.rb[1:1:1]            | passed  | 0.0018 seconds  |
./spec/routing/form_answers_routing_spec.rb[1:1:2]            | passed  | 0.00185 seconds |
./spec/routing/form_answers_routing_spec.rb[1:1:3]            | passed  | 0.00136 seconds |
./spec/routing/form_answers_routing_spec.rb[1:1:4]            | passed  | 0.00142 seconds |
./spec/routing/form_answers_routing_spec.rb[1:1:5]            | passed  | 0.00155 seconds |
./spec/routing/form_answers_routing_spec.rb[1:1:6]            | passed  | 0.0015 seconds  |
./spec/routing/form_options_routing_spec.rb[1:1:1]            | passed  | 0.00151 seconds |
./spec/routing/form_options_routing_spec.rb[1:1:2]            | passed  | 0.00183 seconds |
./spec/routing/form_options_routing_spec.rb[1:1:3]            | passed  | 0.00244 seconds |
./spec/routing/form_options_routing_spec.rb[1:1:4]            | passed  | 0.00367 seconds |
./spec/routing/form_options_routing_spec.rb[1:1:5]            | passed  | 0.00133 seconds |
./spec/routing/form_options_routing_spec.rb[1:1:6]            | passed  | 0.00173 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:1]          | passed  | 0.00145 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:2]          | passed  | 0.00202 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:3]          | passed  | 0.00223 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:4]          | passed  | 0.00197 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:5]          | passed  | 0.00142 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:6]          | passed  | 0.00141 seconds |
./spec/routing/forms_routing_spec.rb[1:1:1]                   | passed  | 0.00146 seconds |
./spec/routing/forms_routing_spec.rb[1:1:2]                   | passed  | 0.00157 seconds |
./spec/routing/forms_routing_spec.rb[1:1:3]                   | passed  | 0.00172 seconds |
./spec/routing/forms_routing_spec.rb[1:1:4]                   | passed  | 0.00262 seconds |
./spec/routing/forms_routing_spec.rb[1:1:5]                   | passed  | 0.00159 seconds |
./spec/routing/forms_routing_spec.rb[1:1:6]                   | passed  | 0.00139 seconds |
./spec/routing/messages_routing_spec.rb[1:1:1]                | passed  | 0.00191 seconds |
./spec/routing/messages_routing_spec.rb[1:1:2]                | passed  | 0.00209 seconds |
./spec/routing/messages_routing_spec.rb[1:1:3]                | passed  | 0.00362 seconds |
./spec/routing/messages_routing_spec.rb[1:1:4]                | passed  | 0.00318 seconds |
./spec/routing/messages_routing_spec.rb[1:1:5]                | passed  | 0.00234 seconds |
./spec/routing/messages_routing_spec.rb[1:1:6]                | passed  | 0.00245 seconds |
./spec/routing/pre_registers_routing_spec.rb[1:1:1]           | passed  | 0.00147 seconds |
./spec/routing/pre_registers_routing_spec.rb[1:1:2]           | passed  | 0.00153 seconds |
./spec/routing/pre_registers_routing_spec.rb[1:1:3]           | passed  | 0.00156 seconds |
./spec/routing/pre_registers_routing_spec.rb[1:1:4]           | passed  | 0.0016 seconds  |
./spec/routing/pre_registers_routing_spec.rb[1:1:5]           | passed  | 0.00223 seconds |
./spec/routing/pre_registers_routing_spec.rb[1:1:6]           | passed  | 0.00183 seconds |
./spec/routing/syndromes_routing_spec.rb[1:1:1]               | passed  | 0.00199 seconds |
./spec/routing/syndromes_routing_spec.rb[1:1:2]               | passed  | 0.00229 seconds |
./spec/routing/syndromes_routing_spec.rb[1:1:3]               | passed  | 0.00181 seconds |
./spec/routing/syndromes_routing_spec.rb[1:1:4]               | passed  | 0.00151 seconds |
./spec/routing/syndromes_routing_spec.rb[1:1:5]               | passed  | 0.00163 seconds |
./spec/routing/syndromes_routing_spec.rb[1:1:6]               | passed  | 0.00167 seconds |
./spec/routing/twitter_apis_routing_spec.rb[1:1:1]            | passed  | 0.00167 seconds |
./spec/routing/twitter_apis_routing_spec.rb[1:1:2]            | passed  | 0.00234 seconds |
./spec/routing/twitter_apis_routing_spec.rb[1:1:3]            | passed  | 0.0013 seconds  |
./spec/routing/twitter_apis_routing_spec.rb[1:1:4]            | passed  | 0.00154 seconds |
./spec/routing/twitter_apis_routing_spec.rb[1:1:5]            | passed  | 0.00143 seconds |
./spec/routing/twitter_apis_routing_spec.rb[1:1:6]            | passed  | 0.00244 seconds |
